Neighborhood,Year,own_occ_rate,corp_own_rate,college,tot_pop_18plus,two_or_more_0_17,aapi_0_17,tot_pop_all,other_18plus,nursing,other_inst,black_all,hisp_0_17,tot_unit,aapi_all,military,white_18plus,two_or_more_all,correctional,other_0_17,white_0_17,hisp_18plus,aian_18plus,two_or_more_18plus,black_0_17,vacant_unit,white_all,aian_0_17,other_noninst,tot_pop_0_17,aian_all,tot_gq_pop,occ_unit,aapi_18plus,juvenile,other_all,hisp_all,black_18plus,objectid
West Roxbury,2009,0.67,0.02,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2010,0.68,0.02,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2011,0.67,0.02,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2012,0.67,0.02,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2013,0.67,0.03,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2014,0.67,0.03,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2015,0.66,0.03,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2016,0.66,0.03,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2017,0.66,0.04,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2018,0.66,0.04,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2019,0.66,0.05,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2020,0.66,0.07,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2021,0.66,0.09,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2022,0.67,0.09,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2023,0.66,0.11,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
West Roxbury,2024,0.66,0.13,0,25457,412,450,31561,157,412,0,3312,1021,14070,2451,0,17676,1067,0,63,3242,2546,23,655,913,680,20918,3,93,6104,26,505,13390,2001,0,220,3567,2399,24
